"Status","Source","Keep","Message","Hash","Length"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Metais\Targa\Deca_Acabamento para Registro de Gaveta Targa_4900.C40.PQ.CR (2).rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Hidráulico\Biblioteca Deca BIM Revit\Metais\Targa\Deca_Acabamento para Registro de Gaveta Targa_4900.C40.PQ.CR (3).rfa","","bd15b3a844bdfc64ba120643226906d8eb6f8d2d4b44e17ec32d547fc96c0b70","483328"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Metais\Targa\Deca_Acabamento para Registro de Gaveta Targa_4900.C40.PQ.CR (3).rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Hidráulico\Biblioteca Deca BIM Revit\Metais\Targa\Deca_Acabamento para Registro de Gaveta Targa_4900.C40.PQ.CR (3).rfa","","bd15b3a844bdfc64ba120643226906d8eb6f8d2d4b44e17ec32d547fc96c0b70","483328"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Escritorios\Informática\Informática\Computador 28 (1).rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Informática\Computador 28.rfa (1).rfa","","7836d69a0074925b4630672decc508272544b96516e85453307e790ce47b056a","856064"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Informática\Computador 28.rfa.rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Informática\Computador 28.rfa (1).rfa","","7836d69a0074925b4630672decc508272544b96516e85453307e790ce47b056a","856064"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Informática\Informática\Computador 28 (1).rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Informática\Computador 28.rfa (1).rfa","","7836d69a0074925b4630672decc508272544b96516e85453307e790ce47b056a","856064"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Banheiro\Banheiro\Cubas e Pias\Shower Tray (1).rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Conexões hidráulicas\Conexão 165.rfa.rfa","","3007cfa0d132fa805ba4571a6775da12354a8c5716762cb287e5ac1d8ac21e39","229376"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Banheiro\Cubas e Pias\Shower Tray (1).rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Conexões hidráulicas\Conexão 165.rfa.rfa","","3007cfa0d132fa805ba4571a6775da12354a8c5716762cb287e5ac1d8ac21e39","229376"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Hidráulico\Conexões hidráulicas\Conexão 165.rfa.rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Conexões hidráulicas\Conexão 165.rfa.rfa","","3007cfa0d132fa805ba4571a6775da12354a8c5716762cb287e5ac1d8ac21e39","229376"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Cloture - grillage.rfa.rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Balaústres\Balaústre 37.rfa (1).rfa","","61b72e758bb327178a8870aee0b7f58d0e7f5185271e3d2efd4a4621ba6f0a93","208896"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Balaústres\Balaústre 37.rfa.rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Balaústres\Balaústre 37.rfa (1).rfa","","61b72e758bb327178a8870aee0b7f58d0e7f5185271e3d2efd4a4621ba6f0a93","208896"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Corrimão - Balaustre e Grades\Balaústre 37.rfa.rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Balaústres\Balaústre 37.rfa (1).rfa","","61b72e758bb327178a8870aee0b7f58d0e7f5185271e3d2efd4a4621ba6f0a93","208896"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Arquitetura\04 - Mobiliário\Poltronas e Sofás\Sofa (2).rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Interiores - Sofás\Sofá 100.rfa (1).rfa","","5268c32f30c08fb24c2d3c237c8be34e9bcc55324aa4ef1e7bd8eae115b968a9","196608"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Interiores - Sofás\Sofá 100.rfa.rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Interiores - Sofás\Sofá 100.rfa (1).rfa","","5268c32f30c08fb24c2d3c237c8be34e9bcc55324aa4ef1e7bd8eae115b968a9","196608"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\MESAS E CADEIRAS\Sofa (2).rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Interiores - Sofás\Sofá 100.rfa (1).rfa","","5268c32f30c08fb24c2d3c237c8be34e9bcc55324aa4ef1e7bd8eae115b968a9","196608"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Cozinha\Cook Top (2).rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Interiores - Cozinha\Fogão 09(1).rfa (1).rfa","","83209efdd3bd2b2235185b5c905d85b8a9175be0d5ea4a3ba4c1b928f0c9c9ba","196608"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Cozinha\Fogão\Cook Top (2).rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Interiores - Cozinha\Fogão 09(1).rfa (1).rfa","","83209efdd3bd2b2235185b5c905d85b8a9175be0d5ea4a3ba4c1b928f0c9c9ba","196608"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Interiores - Cozinha\Fogão 09(1).rfa.rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Interiores - Cozinha\Fogão 09(1).rfa (1).rfa","","83209efdd3bd2b2235185b5c905d85b8a9175be0d5ea4a3ba4c1b928f0c9c9ba","196608"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Compactador De déchets ménagers.rfa.rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Escritorios\Informática\Computador 01.rfa (1).rfa","","fc66cd6a24f059f9df8b076e776d0ff1c9adebe4ea72cc3277e99ce94178f959","217088"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Informática\Computador 01.rfa (1).rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Escritorios\Informática\Computador 01.rfa (1).rfa","","fc66cd6a24f059f9df8b076e776d0ff1c9adebe4ea72cc3277e99ce94178f959","217088"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Informática\Computador 01.rfa.rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Escritorios\Informática\Computador 01.rfa (1).rfa","","fc66cd6a24f059f9df8b076e776d0ff1c9adebe4ea72cc3277e99ce94178f959","217088"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Metais\Twist\Deca_Misturador Lavatorio Twist_1878.C96_Parede (1).rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Hidráulico\Biblioteca Deca BIM Revit\Metais\Twist\Deca_Misturador Lavatorio Twist_1878.C96_Parede (3).rfa","","6e5ead26c901fd5eab35dc89c0f1c238e1d37ac0611e4c5c89a740429f0a90b8","450560"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Metais\Twist\Deca_Misturador Lavatorio Twist_1878.C96_Parede (2).rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Hidráulico\Biblioteca Deca BIM Revit\Metais\Twist\Deca_Misturador Lavatorio Twist_1878.C96_Parede (3).rfa","","6e5ead26c901fd5eab35dc89c0f1c238e1d37ac0611e4c5c89a740429f0a90b8","450560"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Metais\Twist\Deca_Misturador Lavatorio Twist_1878.C96_Parede (3).rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Hidráulico\Biblioteca Deca BIM Revit\Metais\Twist\Deca_Misturador Lavatorio Twist_1878.C96_Parede (3).rfa","","6e5ead26c901fd5eab35dc89c0f1c238e1d37ac0611e4c5c89a740429f0a90b8","450560"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Informática\Computador 34.rfa (1).rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Escritorios\Informática\Computador 34.rfa.rfa","","6043891766a0fb35394a811a3e141c02b20274aec923ad05833fa22840d0027a","92672"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Informática\Computador 34.rfa.rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Escritorios\Informática\Computador 34.rfa.rfa","","6043891766a0fb35394a811a3e141c02b20274aec923ad05833fa22840d0027a","92672"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Informática\Computer08 (1).rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Escritorios\Informática\Computador 34.rfa.rfa","","6043891766a0fb35394a811a3e141c02b20274aec923ad05833fa22840d0027a","92672"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Portas e janelas\portas\Handle Domestic (2).rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Arquitetura\00 - Esquadrias\Maçanetas e Trincos\Handle Domestic (2).rfa","","47295503b414e8f4c227f6dec607cf8b8b2d81c60196be2b694ec7cf13b258ea","180224"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Portas e janelas\portas\Puxadores\Puxador 07 (1).rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Arquitetura\00 - Esquadrias\Maçanetas e Trincos\Handle Domestic (2).rfa","","47295503b414e8f4c227f6dec607cf8b8b2d81c60196be2b694ec7cf13b258ea","180224"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Portas e janelas\Puxadores\Puxador 07 (1).rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Arquitetura\00 - Esquadrias\Maçanetas e Trincos\Handle Domestic (2).rfa","","47295503b414e8f4c227f6dec607cf8b8b2d81c60196be2b694ec7cf13b258ea","180224"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Banheiro\Banheiro\Vaso Sanitário e Mikitorio\Urinal (1).rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Conexões hidráulicas\Conexão 263.rfa.rfa","","2e1668bf2080f9c22072f981f036dd36b218af4c0149464fb02e02202696e771","180224"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Banheiro\Vaso Sanitário e Mikitorio\Urinal (1).rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Conexões hidráulicas\Conexão 263.rfa.rfa","","2e1668bf2080f9c22072f981f036dd36b218af4c0149464fb02e02202696e771","180224"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Hidráulico\Conexões hidráulicas\Conexão 263.rfa.rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Conexões hidráulicas\Conexão 263.rfa.rfa","","2e1668bf2080f9c22072f981f036dd36b218af4c0149464fb02e02202696e771","180224"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Cuvette suspendue - Mur.rfa.rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Mobiliário\Mobiliários\MOBILIARIO\Cuvette suspendue - Mur (1).rfa","","d2d56b7abb0c79c99a8b603006eab812014bf2df6f8cabc72615821fd554dc0a","266240"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Conexões hidráulicas\Conexão 22.rfa (1).rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Mobiliário\Mobiliários\MOBILIARIO\Cuvette suspendue - Mur (1).rfa","","d2d56b7abb0c79c99a8b603006eab812014bf2df6f8cabc72615821fd554dc0a","266240"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Conexões hidráulicas\Conexão 22.rfa.rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Mobiliário\Mobiliários\MOBILIARIO\Cuvette suspendue - Mur (1).rfa","","d2d56b7abb0c79c99a8b603006eab812014bf2df6f8cabc72615821fd554dc0a","266240"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Banheiro\Banheiro\Cubas e Pias\Shower Tray (2).rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Conexões hidráulicas\Conexão 166.rfa.rfa","","226c4fb8388c7d90643e3459832aebef0897b668474fece1391cf68ab166e07b","192512"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Banheiro\Cubas e Pias\Shower Tray (2).rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Conexões hidráulicas\Conexão 166.rfa.rfa","","226c4fb8388c7d90643e3459832aebef0897b668474fece1391cf68ab166e07b","192512"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Hidráulico\Conexões hidráulicas\Conexão 166.rfa.rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Conexões hidráulicas\Conexão 166.rfa.rfa","","226c4fb8388c7d90643e3459832aebef0897b668474fece1391cf68ab166e07b","192512"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Copieur - Tabela.rfa.rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Arquitetura\05 - Equipamentos\Escritório\Copiadora_02.rfa","","de0896e0c83cfafacfedb739699acd27c88c17d8bd2bdff852642554a4bafaf4","221184"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Escritorios\Informática\Impressora 25.rfa.rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Arquitetura\05 - Equipamentos\Escritório\Copiadora_02.rfa","","de0896e0c83cfafacfedb739699acd27c88c17d8bd2bdff852642554a4bafaf4","221184"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Informática\Impressora 25.rfa.rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Arquitetura\05 - Equipamentos\Escritório\Copiadora_02.rfa","","de0896e0c83cfafacfedb739699acd27c88c17d8bd2bdff852642554a4bafaf4","221184"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Cercas e Portoes\Folding-Wall_Transom_Solar-Innovations (2).rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Cercas e Portoes\Folding-Wall_Transom_Solar-Innovations (1).rfa","","b1ccbc089fd7bfb9337d65ee3bb1692f847ce5aa737ad125f9a6b6f7da40ae7b","585728"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Cercas e Portoes\Folding-Wall_Transom_Solar-Innovations (3).rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Cercas e Portoes\Folding-Wall_Transom_Solar-Innovations (1).rfa","","b1ccbc089fd7bfb9337d65ee3bb1692f847ce5aa737ad125f9a6b6f7da40ae7b","585728"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Portas e janelas\Cercas e Portões\Folding-Wall_Transom_Solar-Innovations (2).rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Cercas e Portoes\Folding-Wall_Transom_Solar-Innovations (1).rfa","","b1ccbc089fd7bfb9337d65ee3bb1692f847ce5aa737ad125f9a6b6f7da40ae7b","585728"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Banheiro\Banheiro\Vaso Sanitário e Mikitorio\WC - Walled Mounted (9).rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Banheiro\WC - Walled Mounted (9).rfa","","d3729615e28c2636e11c220a680dc89e0ced282a7e6cc96f770c8782896bd08f","233472"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Banheiro\Vaso Sanitário e Mikitorio\WC - Walled Mounted (9).rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Banheiro\WC - Walled Mounted (9).rfa","","d3729615e28c2636e11c220a680dc89e0ced282a7e6cc96f770c8782896bd08f","233472"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Hidráulico\WC - Walled Mounted (9).rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Banheiro\WC - Walled Mounted (9).rfa","","d3729615e28c2636e11c220a680dc89e0ced282a7e6cc96f770c8782896bd08f","233472"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Banheiro\Banheiro\Cubas e Pias\Sink - Bathroom (2).rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Banheiro\Sink - Bathroom (2).rfa","","0f837ba8e92ee2d8c1580306885653c8afac503961c1981cfd8e3db60487d4d4","282624"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Banheiro\Cubas e Pias\Sink - Bathroom (2).rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Banheiro\Sink - Bathroom (2).rfa","","0f837ba8e92ee2d8c1580306885653c8afac503961c1981cfd8e3db60487d4d4","282624"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Hidráulico\Sink - Bathroom (2).rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Banheiro\Sink - Bathroom (2).rfa","","0f837ba8e92ee2d8c1580306885653c8afac503961c1981cfd8e3db60487d4d4","282624"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Copieur - Sol.rfa.rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Arquitetura\05 - Equipamentos\Escritório\Copiadora_01.rfa","","a65a9fbafa21e2e83a238ec9d86154ed110fcf00642b3ea419de9c30c252e3d2","245760"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Escritorios\Informática\Impressora 24.rfa.rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Arquitetura\05 - Equipamentos\Escritório\Copiadora_01.rfa","","a65a9fbafa21e2e83a238ec9d86154ed110fcf00642b3ea419de9c30c252e3d2","245760"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Informática\Impressora 24.rfa.rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Arquitetura\05 - Equipamentos\Escritório\Copiadora_01.rfa","","a65a9fbafa21e2e83a238ec9d86154ed110fcf00642b3ea419de9c30c252e3d2","245760"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Balaústres\Balaústre 77.rfa (1).rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Mobiliário\Mobiliários\MOBILIARIO\Poteau de départ - Domestique (1).rfa","","09c51ada509b9fb2b86238dcc0a8bc6f405ca9083019997012faad9e92ce2f00","245760"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Balaústres\Balaústre 77.rfa.rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Mobiliário\Mobiliários\MOBILIARIO\Poteau de départ - Domestique (1).rfa","","09c51ada509b9fb2b86238dcc0a8bc6f405ca9083019997012faad9e92ce2f00","245760"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Corrimão - Balaustre e Grades\Balaústre 77.rfa (1).rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Mobiliário\Mobiliários\MOBILIARIO\Poteau de départ - Domestique (1).rfa","","09c51ada509b9fb2b86238dcc0a8bc6f405ca9083019997012faad9e92ce2f00","245760"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Metais\Twist\Deca_Torneira Lavatorio Twist_1191.C96_Mesa Bica Alta (1).rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Hidráulico\Biblioteca Deca BIM Revit\Metais\Twist\Deca_Torneira Lavatorio Twist_1191.C96_Mesa Bica Alta (2).rfa","","4c7c29864df0596aac46a21fe01d088cc62dfd91ee56d0aff809ba7fa5f2932b","344064"
"Deleted","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Hidráulico\Bim_Compacto_Familias\Bim_Compacto_Familias\Metais\Twist\Deca_Torneira Lavatorio Twist_1191.C96_Mesa Bica Alta (2).rfa","C:\ProgramData\Autodesk\RVT 2026\Libraries\Portuguese\Hidráulico\Biblioteca Deca BIM Revit\Metais\Twist\Deca_Torneira Lavatorio Twist_1191.C96_Mesa Bica Alta (2).rfa","","4c7c29864df0596aac46a21fe01d088cc62dfd91ee56d0aff809ba7fa5f2932b","344064"
