id,family_name,category,symbols,used_symbols_detected,unused_symbols_detected,review_candidate
3634756,Newel - Domestic,Balaústres,0,0,0,NAO
2611732,balaustre,Balaústres,1,0,1,SIM
2611801,perfil circular,Balaústres,1,0,1,SIM
3304575,A0 métrico_ABNT,Blocos de margens e carimbo,1,0,1,SIM
4040925,A0 métrico_ABNT 2,Blocos de margens e carimbo,0,0,0,NAO
4041049,A0 métrico_ABNT.0001,Blocos de margens e carimbo,0,0,0,NAO
4094384,A1 metric,Blocos de margens e carimbo,0,0,0,NAO
3626228,A1 métrico,Blocos de margens e carimbo,0,0,0,NAO
3304952,A1 métrico_ABNT- Sydor,Blocos de margens e carimbo,1,0,1,SIM
3630526,A2 métrico_ABNT,Blocos de margens e carimbo,0,0,0,NAO
4612192,A3 métrico,Blocos de margens e carimbo,0,0,0,NAO
3630606,A3 métrico_ABNT,Blocos de margens e carimbo,0,0,0,NAO
3630442,A4 métrico_ABNT,Blocos de margens e carimbo,0,0,0,NAO
2827292,CAPA - A4 VERTICAL,Blocos de margens e carimbo,1,0,1,SIM
2832113,FOLHAS ABNT - SÉRIE A,Blocos de margens e carimbo,6,0,6,SIM
2834205,Folha Levantamento Inicial,Blocos de margens e carimbo,1,0,1,SIM
3636713,Folha de desenho,Blocos de margens e carimbo,0,0,0,NAO
4944943,Formatos ISO-A-Gerdau,Blocos de margens e carimbo,0,0,0,NAO
3636730,Legenda PMJP,Blocos de margens e carimbo,0,0,0,NAO
2581980,PRANCHA COM CARIMBO,Blocos de margens e carimbo,1,0,1,SIM
2826604,PRANCHA COM CARIMBO - MODELO 02,Blocos de margens e carimbo,1,0,1,SIM
2348479,PRANCHA SEM CARIMBO,Blocos de margens e carimbo,1,0,1,SIM
3293473,a1,Blocos de margens e carimbo,1,0,1,SIM
2595489,pranchaTabelaDeRevisoes,Blocos de margens e carimbo,1,0,1,SIM
4490986,Coluna para casa popular pre moldada,Colunas,0,0,0,NAO
3463772,M_Coluna retangular,Colunas,1,0,1,SIM
55418,col - COLUNA RETANGULAR,Colunas,2,0,2,SIM
3310720,Bancada 02,Componentes de gabinete,1,0,1,SIM
3311280,Bancada 02,Componentes de gabinete,1,0,1,SIM
3628599,Kitchen_5847,Componentes de gabinete,0,0,0,NAO
3630214,M_Counter Top with sink,Componentes de gabinete,1,0,1,SIM
3302012,_Produtos_Arq_Bib_M_Topo da bancada-Ilha,Componentes de gabinete,1,0,1,SIM
3365546,churrasqueira 04-rfa,Componentes de gabinete,1,0,1,SIM
4489436,M_Condição do limite-Fixado,Condições do limite,0,0,0,NAO
4489093,M_Condição do limite-Pregado,Condições do limite,0,0,0,NAO
4489106,M_Condição do limite-Rolo,Condições do limite,0,0,0,NAO
4489119,M_Condição do limite-Variável,Condições do limite,0,0,0,NAO
4554523,M_Cruzamento horizontal da escada,Conexões da bandeja de cabos,0,0,0,NAO
4555318,M_Cruzamento horizontal da guia,Conexões da bandeja de cabos,0,0,0,NAO
4554709,M_Curva externa vertical da escada,Conexões da bandeja de cabos,0,0,0,NAO
4554477,M_Curva horizontal da escada,Conexões da bandeja de cabos,0,0,0,NAO
4554663,M_Curva interna vertical da escada,Conexões da bandeja de cabos,0,0,0,NAO
4554442,M_Dobra externa vertical da guia,Conexões da bandeja de cabos,0,0,0,NAO
4554755,M_Dobra horizontal de guia,Conexões da bandeja de cabos,0,0,0,NAO
4554407,M_Dobra interna vertical da guia,Conexões da bandeja de cabos,0,0,0,NAO
4554549,M_Redutor da escada,Conexões da bandeja de cabos,0,0,0,NAO
4554348,M_Redutor de guia,Conexões da bandeja de cabos,0,0,0,NAO
4554536,M_T horizontal da escada,Conexões da bandeja de cabos,0,0,0,NAO
4555331,M_T horizontal de guia,Conexões da bandeja de cabos,0,0,0,NAO
4554628,M_União da escada,Conexões da bandeja de cabos,0,0,0,NAO
4554394,M_União de guia,Conexões da bandeja de cabos,0,0,0,NAO
3461707,M_Capa de extremidade oval,Conexões de duto,1,0,1,SIM
3462795,M_Capa de extremidade redonda,Conexões de duto,1,0,1,SIM
3467958,M_Cotovelo oval - 90 graus,Conexões de duto,1,0,1,SIM
3469080,M_Cotovelo redondo,Conexões de duto,2,0,2,SIM
3470077,M_Cotovelo retangular - 90 graus,Conexões de duto,1,0,1,SIM
3471051,M_Cotovelo retangular - Raio,Conexões de duto,1,0,1,SIM
3472037,M_Cruzamento oval - Reto,Conexões de duto,1,0,1,SIM
3473186,M_Cruzamento redondo,Conexões de duto,1,0,1,SIM
3474220,M_Cruzamento retangular,Conexões de duto,1,0,1,SIM
3475241,M_Curva oval - Gomos,Conexões de duto,1,0,1,SIM
3476383,M_Encaixe de duto redondo,Conexões de duto,1,0,1,SIM
3477360,M_Encaixe de duto retangular,Conexões de duto,1,0,1,SIM
3485709,M_Rectangular Cross,Conexões de duto,1,0,1,SIM
4554122,M_Rectangular Cross1,Conexões de duto,0,0,0,NAO
3486797,M_Rectangular Elbow - Mitered,Conexões de duto,1,0,1,SIM
4554146,M_Rectangular Elbow - Mitered1,Conexões de duto,0,0,0,NAO
3487766,M_Rectangular Elbow - Radius,Conexões de duto,1,0,1,SIM
4554170,M_Rectangular Elbow - Radius1,Conexões de duto,0,0,0,NAO
4100461,M_Rectangular Endcap,Conexões de duto,0,0,0,NAO
3488744,M_Rectangular Takeoff,Conexões de duto,1,0,1,SIM
4554194,M_Rectangular Takeoff1,Conexões de duto,0,0,0,NAO
3489849,M_Rectangular Tee,Conexões de duto,1,0,1,SIM
4554218,M_Rectangular Tee1,Conexões de duto,0,0,0,NAO
3491872,M_Rectangular Transition - Angle,Conexões de duto,1,0,1,SIM
3492833,M_Rectangular Union,Conexões de duto,1,0,1,SIM
3490860,M_Rectangular to Round Transition - Angle,Conexões de duto,1,0,1,SIM
3494122,M_Round Cross,Conexões de duto,1,0,1,SIM
4554242,M_Round Cross1,Conexões de duto,0,0,0,NAO
3495164,M_Round Elbow,Conexões de duto,2,0,2,SIM
4554266,M_Round Elbow1,Conexões de duto,0,0,0,NAO
4100566,M_Round Endcap,Conexões de duto,0,0,0,NAO
3496128,M_Round Takeoff,Conexões de duto,1,0,1,SIM
4554290,M_Round Takeoff1,Conexões de duto,0,0,0,NAO
3497104,M_Round Tee,Conexões de duto,1,0,1,SIM
4554314,M_Round Tee1,Conexões de duto,0,0,0,NAO
3498136,M_Round Transition - Angle,Conexões de duto,1,0,1,SIM
3499077,M_Round Union,Conexões de duto,1,0,1,SIM
3501681,M_T oval - Reto,Conexões de duto,1,0,1,SIM
3502804,M_T redondo,Conexões de duto,1,0,1,SIM
3503819,M_T retangular,Conexões de duto,1,0,1,SIM
3504821,M_Tampa retangular,Conexões de duto,1,0,1,SIM
3506525,M_Torneira oval - Reta,Conexões de duto,1,0,1,SIM
3507656,M_Transição do oval ao redondo - Comprimento,Conexões de duto,1,0,1,SIM
3509442,M_Transição oval - Comprimento,Conexões de duto,1,0,1,SIM
3510729,M_Transição redonda - Ângulo,Conexões de duto,1,0,1,SIM
3511580,M_Transição retangular - Ângulo,Conexões de duto,1,0,1,SIM
3513434,M_Transição retangular para oval - Comprimento,Conexões de duto,1,0,1,SIM
3512457,M_Transição retangular para oval - Ângulo,Conexões de duto,1,0,1,SIM
3514900,M_União oval,Conexões de duto,1,0,1,SIM
3516005,M_União redonda,Conexões de duto,1,0,1,SIM
3516733,M_União retangular,Conexões de duto,1,0,1,SIM
3633549,Access Pipe 45 Deg Screwed - Butt Welded - HDPE,Conexões de tubo,0,0,0,NAO
4553826,Acoplamento - PVC - CW,Conexões de tubo,0,0,0,NAO
4097859,Adaptador Curto com Bolsa e Rosca - Agua Fria_Soldavel - MEP - Tigre,Conexões de tubo,0,0,0,NAO
4097405,Adaptador Jet 30 - Aquatherm - Agua Quente - MEP - Tigre,Conexões de tubo,0,0,0,NAO
4097976,Adaptador Soldavel com Anel p Caixa Dagua - FORTLEV,Conexões de tubo,1,0,1,SIM
4097763,Adaptador com Anel para Caixa Dagua - Agua Fria_Roscavel - MEP - Tigre,Conexões de tubo,0,0,0,NAO
4097781,Adaptador com Anel para Caixa Dagua - Agua Fria_Soldavel - MEP - Tigre,Conexões de tubo,0,0,0,NAO
4097877,Adaptador para Bico - Tigrefire - MEP - Tigre,Conexões de tubo,0,0,0,NAO
4097432,Adaptador para Caixa Dagua - Aquatherm - Agua Quente - MEP - Tigre,Conexões de tubo,0,0,0,NAO
3630894,Adaptador para Saida de Vaso Sanitario - Serie Normal - Esgoto - MEP - Tigre,Conexões de tubo,0,0,0,NAO
4097913,Base Misturador para Chuveiro - Bases_DOCOLMonocomando,Conexões de tubo,0,0,0,NAO
4097931,Base Misturador para Chuveiro Alta Vazão - Bases_DOCOLMonocomando,Conexões de tubo,0,0,0,NAO
3323799,Bucha de Reducao - Agua Fria_Roscavel - MEP - Tigre,Conexões de tubo,1,0,1,SIM
3324863,Bucha de Reducao - Aquatherm - Agua Quente - MEP - Tigre,Conexões de tubo,1,0,1,SIM
4097949,Bucha de Reducao - PPR - Agua Fria_Quente - MEP - Tigre,Conexões de tubo,0,0,0,NAO
3325766,Bucha de Reducao - Tigrefire - MEP - Tigre,Conexões de tubo,1,0,1,SIM
3305334,Bucha de Reducao Curta - Agua Fria_Soldavel - MEP - Tigre,Conexões de tubo,1,0,1,SIM
3334508,Bucha de Reducao Longa - Agua Fria_Soldavel - MEP - Tigre,Conexões de tubo,1,0,1,SIM
3335506,Bucha de Reducao Longa - Serie Normal - Esgoto - MEP - Tigre,Conexões de tubo,1,0,1,SIM
3337676,Bucha de Reducao Longa - Serie Normal - Esgoto - MEP - Tigre1,Conexões de tubo,1,0,1,SIM
3339749,Bucha de Reducao Longa - Serie Reforcada - Esgoto - MEP - Tigre,Conexões de tubo,1,0,1,SIM
4553918,Bucha de redução reta - Soldada - CU,Conexões de tubo,0,0,0,NAO
3355465,Cap - Agua Fria_Roscavel - MEP - Tigre,Conexões de tubo,1,0,1,SIM
3356359,Cap - Agua Fria_Soldavel - MEP - Tigre,Conexões de tubo,1,0,1,SIM
3357238,Cap - Aquatherm - Agua Quente - MEP - Tigre,Conexões de tubo,1,0,1,SIM
3358085,Cap - PPR - Agua Fria_Quente - MEP - Tigre,Conexões de tubo,1,0,1,SIM
3358917,Cap - Serie Normal - Esgoto - MEP - Tigre,Conexões de tubo,1,0,1,SIM
3359841,Cap - Serie Normal - Esgoto - MEP - Tigre1,Conexões de tubo,1,0,1,SIM
3360728,Cap - Serie Reforcada - Esgoto - MEP - Tigre,Conexões de tubo,1,0,1,SIM
3361615,Cap - Tigrefire - MEP - Tigre,Conexões de tubo,1,0,1,SIM
4098499,Colar Tomada - Pex - Agua Fria_Quente - MEP - Tigre,Conexões de tubo,0,0,0,NAO
4098534,Conector - Aquatherm - Agua Quente - MEP - Tigre,Conexões de tubo,0,0,0,NAO
4098566,Conector Femea - PPR - Agua Fria_Quente - MEP - Tigre,Conexões de tubo,0,0,0,NAO
4098584,Conector Macho - PPR - Agua Fria_Quente - MEP - Tigre,Conexões de tubo,0,0,0,NAO
4098602,Conector Macho - Tigrefire - MEP - Tigre,Conexões de tubo,0,0,0,NAO
4098620,Conexao Fixa Femea - Pex - Agua Fria_Quente - MEP - Tigre,Conexões de tubo,0,0,0,NAO
4098638,Conexao Fixa Macho - Pex - Agua Fria_Quente - MEP - Tigre,Conexões de tubo,0,0,0,NAO
4098656,Conexao Movel I - Pex - Agua Fria_Quente - MEP - Tigre,Conexões de tubo,0,0,0,NAO
4098674,Conexao Movel II - Pex - Agua Fria_Quente - MEP - Tigre,Conexões de tubo,0,0,0,NAO
4553879,Cotovelo - PVC - CW,Conexões de tubo,0,0,0,NAO
4553892,Cotovelo - Soldado - CU,Conexões de tubo,0,0,0,NAO
4553853,Cruzeta - PVC - CW,Conexões de tubo,0,0,0,NAO
3371307,Cruzeta - Serie Normal - Esgoto - MEP - Tigre,Conexões de tubo,1,0,1,SIM
4553866,Cruzeta - Soldada - CU,Conexões de tubo,0,0,0,NAO
3373864,Cruzeta - Tigrefire - MEP - Tigre,Conexões de tubo,1,0,1,SIM
4097471,Curva 11_22_45 - Aquatherm - Agua Quente - MEP - Tigre,Conexões de tubo,0,0,0,NAO
4098692,Curva 45_90 - Agua Fria_Soldavel - MEP - Tigre,Conexões de tubo,0,0,0,NAO
3374857,Curva 45_90 Longa - Serie Normal - Esgoto - MEP - Tigre,Conexões de tubo,1,0,1,SIM
4098710,Curva 87 - Serie Reforcada - Esgoto - MEP - Tigre,Conexões de tubo,0,0,0,NAO
4098728,Curva 90 - Agua Fria_Roscavel - MEP - Tigre,Conexões de tubo,0,0,0,NAO
4098746,Curva 90 - Aquatherm - Agua Quente - MEP - Tigre,Conexões de tubo,0,0,0,NAO
4098764,Curva 90 - PPR - Agua Fria_Quente - MEP - Tigre,Conexões de tubo,0,0,0,NAO
3630922,Curva 90 Curta - Serie Normal - Esgoto - MEP - Tigre,Conexões de tubo,0,0,0,NAO
4098782,Curva de Transposicao - Agua Fria_Soldavel - MEP - Tigre,Conexões de tubo,0,0,0,NAO
4098800,Curva de Transposicao - Aquatherm - Agua Quente - MEP - Tigre,Conexões de tubo,0,0,0,NAO
4098818,Curva de Transposicao - PPR - Agua Fria_Quente - MEP - Tigre,Conexões de tubo,0,0,0,NAO
3630968,Curvar 45 - Serie Normal - Esgoto - MEP - Tigre,Conexões de tubo,0,0,0,NAO
4098836,Curvar 45_90 - Serie Reforcada - Esgoto - MEP,Conexões de tubo,0,0,0,NAO
4098854,Distribuidor 2 Saidas - Pex - Agua Fria_Quente - MEP - Tigre,Conexões de tubo,0,0,0,NAO
4098890,Distribuidor 3 Saidas - Pex - Agua Fria_Quente - MEP - Tigre,Conexões de tubo,0,0,0,NAO
4098872,Distribuidor 3 Saidas - Pex - Agua Fria_Quente - MEP - Tigre Com Saída,Conexões de tubo,0,0,0,NAO
4099126,Flange - Tigrefire - MEP - Tigre,Conexões de tubo,0,0,0,NAO
3633479,HDPE_ELBOW,Conexões de tubo,0,0,0,NAO
3633513,HDPE_FLANGE,Conexões de tubo,0,0,0,NAO
3633499,HDPE_JUNCTION,Conexões de tubo,0,0,0,NAO
3633531,HDPE_TRANSITION,Conexões de tubo,0,0,0,NAO
4099319,Joelho 45 para Pe de Coluna - Serie Reforcada - Esgoto - MEP,Conexões de tubo,0,0,0,NAO
3411496,Joelho 45_90 - Agua Fria_Roscavel - MEP - Tigre,Conexões de tubo,1,0,1,SIM
3412433,Joelho 45_90 - Agua Fria_Soldavel - MEP - Tigre,Conexões de tubo,1,0,1,SIM
3413507,Joelho 45_90 - Aquatherm - Agua Quente - MEP - Tigre,Conexões de tubo,1,0,1,SIM
3414386,Joelho 45_90 - PPR - Agua Fria_Quente - MEP - Tigre,Conexões de tubo,1,0,1,SIM
4099337,Joelho 45_90 - Pex - Agua Fria_Quente - MEP - Tigre,Conexões de tubo,0,0,0,NAO
3631019,Joelho 45_90 - Serie Normal - Esgoto - MEP - Tigre,Conexões de tubo,0,0,0,NAO
3415267,Joelho 45_90 - Serie Normal - Esgoto - MEP - Tigre1,Conexões de tubo,1,0,1,SIM
3417454,Joelho 45_90 - Serie Reforcada - Esgoto - MEP - Tigre,Conexões de tubo,1,0,1,SIM
3419641,Joelho 45_90 - Tigrefire - MEP - Tigre,Conexões de tubo,1,0,1,SIM
4099355,Joelho 45_90 Macho_Femea - PPR - Agua Fria_Quente - MEP - Tigre,Conexões de tubo,0,0,0,NAO
4099476,Joelho 90 Rosca Femea - PPR - Agua Fria_Quente - MEP - Tigre,Conexões de tubo,0,0,0,NAO
4099494,Joelho 90 Rosca Femea Extensa - PPR - Agua Fria_Quente - MEP - Tigre,Conexões de tubo,0,0,0,NAO
4099530,Joelho 90 Rosca Macho - PPR - Agua Fria_Quente - MEP - Tigre,Conexões de tubo,0,0,0,NAO
4099512,Joelho 90 Rosca Macho - Pex - Agua Fria_Quente - MEP - Tigre,Conexões de tubo,0,0,0,NAO
3631067,Joelho 90 com Anel - Serie Normal - Esgoto - MEP - Tigre,Conexões de tubo,0,0,0,NAO
4099373,Joelho 90 com Bucha de Latao - Agua Fria_Roscavel - MEP - Tigre,Conexões de tubo,0,0,0,NAO
4099391,Joelho 90 com Bucha de Latao - Agua Fria_Soldavel - MEP - Tigre,Conexões de tubo,0,0,0,NAO
4099409,Joelho 90 com Rosca - Agua Fria_Soldavel - MEP - Tigre,Conexões de tubo,0,0,0,NAO
3631116,Joelho 90 com Visita - Serie Normal - Esgoto - MEP - Tigre,Conexões de tubo,0,0,0,NAO
4099427,Joelho 90 com Visita - Serie Reforcada - Esgoto - MEP - Tigre,Conexões de tubo,0,0,0,NAO
4099445,Joelho 90 de Transicao - Aquatherm - Agua Quente - MEP - Tigre,Conexões de tubo,0,0,0,NAO
4099548,Joelho Adaptador para Bico - Tigrefire - MEP - Tigre,Conexões de tubo,0,0,0,NAO
4099584,Joelho Removivel Curto - Pex - Agua Fria_Quente - MEP - Tigre,Conexões de tubo,0,0,0,NAO
4099602,Joelho Removivel Longo - Pex - Agua Fria_Quente - MEP - Tigre,Conexões de tubo,0,0,0,NAO
4099620,Joelho Rosca Movel - Pex - Agua Fria_Quente - MEP - Tigre,Conexões de tubo,0,0,0,NAO
4099638,Joelho Terminal Rosca Femea - Pex - Agua Fria_Quente - MEP - Tigre,Conexões de tubo,0,0,0,NAO
4099566,Joelho com Base Fixa - Pex - Agua Fria_Quente - MEP - Tigre,Conexões de tubo,0,0,0,NAO
3420550,Joelho de Reducao 90 - Agua Fria_Roscavel - MEP - Tigre,Conexões de tubo,1,0,1,SIM
3421701,Joelho de Reducao 90 - Agua Fria_Soldavel - MEP - Tigre,Conexões de tubo,1,0,1,SIM
3422818,Juncao - Serie Normal - Esgoto - MEP - Tigre,Conexões de tubo,1,0,1,SIM
4099656,Juncao - Serie Reforcada - Esgoto - MEP - Tigre,Conexões de tubo,0,0,0,NAO
3425223,Juncao 45 - Agua Fria_Roscavel - MEP - Tigre,Conexões de tubo,1,0,1,SIM
3631167,Juncao Dupla - Serie Normal - Esgoto - MEP - Tigre,Conexões de tubo,0,0,0,NAO
4099674,Juncao Dupla - Serie Reforcada - Esgoto - MEP - Tigre,Conexões de tubo,0,0,0,NAO
3631218,Juncao Dupla X - Serie Normal - Esgoto - MEP - Tigre,Conexões de tubo,0,0,0,NAO
3631269,Juncao Invertida - Serie Normal - Esgoto - MEP - Tigre,Conexões de tubo,0,0,0,NAO
4097496,Junta de Expansao - Aquatherm - Agua Quente - MEP - Tigre,Conexões de tubo,0,0,0,NAO
